,abstract_id,country
0,pub.1012374776,[]
1,pub.1012374796,"['IT', 'CA', 'CO', 'US', 'AU', 'GB']"
2,pub.1012374828,['CM']
3,pub.1012374921,"['SO', 'DK', 'IS', 'CM', 'US']"
4,pub.1012374980,['CH']
5,pub.1012375308,['CN']
6,pub.1012375343,"['FJ', 'SY']"
7,pub.1012375421,[]
8,pub.1012375453,['US']
9,pub.1012375455,['CN']
10,pub.1012375481,['ES']
11,pub.1012375511,"['US', 'HT']"
12,pub.1012375553,"['CA', 'AU']"
13,pub.1012375586,['CA']
14,pub.1012375626,"['PH', 'ES']"
15,pub.1012375662,['ES']
16,pub.1012375693,['CN']
17,pub.1012375735,"['US', 'IT', 'BF']"
18,pub.1012375785,['FJ']
19,pub.1012375793,"['MZ', 'CM']"
20,pub.1012375845,['US']
21,pub.1012375959,['KE']
22,pub.1012376028,['US']
23,pub.1012376121,[]
24,pub.1012376161,[]
25,pub.1012376530,['US']
26,pub.1012376608,"['IT', 'CA', 'US', 'AU', 'FR', 'GB']"
27,pub.1012376630,"['MN', 'CM', 'PE', 'TR', 'CN']"
28,pub.1012376667,['BR']
29,pub.1012376723,['BR']
30,pub.1012376771,['BR']
31,pub.1012376775,[]
32,pub.1012376818,"['SN', 'BW', 'HN', 'NL', 'GH']"
33,pub.1012377117,[]
34,pub.1012377170,['TR']
35,pub.1012377220,['CA']
36,pub.1012377232,['VE']
37,pub.1012377373,['JP']
38,pub.1012377378,['CN']
39,pub.1012377603,"['US', 'HK']"
40,pub.1012377629,"['RU', 'CO', 'PT', 'DE', 'NL', 'FR', 'GB']"
41,pub.1012377926,[]
42,pub.1012377937,['PH']
43,pub.1012377943,['ES']
44,pub.1012378038,['GB']
45,pub.1012378175,[]
46,pub.1012378194,['CN']
47,pub.1012378200,[]
48,pub.1012378213,['AR']
49,pub.1012378254,[]
50,pub.1012378315,[]
51,pub.1012378326,"['US', 'KE', 'BF', 'SC']"
52,pub.1012378360,[]
53,pub.1012378367,"['HU', 'UG']"
54,pub.1012378373,['ES']
55,pub.1012378399,['MA']
56,pub.1012378417,['ZA']
57,pub.1012378522,['CA']
58,pub.1012378566,['US']
59,pub.1012378706,[]
60,pub.1012378783,['PK']
61,pub.1012378797,"['US', 'SE']"
62,pub.1012378817,"['CI', 'JP']"
