,abstract_id,country
0,pub.1098485043,['US']
1,pub.1098485049,['SA']
2,pub.1098485108,['PK']
3,pub.1098485209,['EE']
4,pub.1098485313,['ZA']
5,pub.1098485346,[]
6,pub.1098485356,['ZA']
7,pub.1098485359,['JP']
8,pub.1098485365,['BW']
9,pub.1098485434,['JP']
10,pub.1098485435,['CY']
11,pub.1098485465,['JP']
12,pub.1098485483,['IT']
13,pub.1098485490,"['IM', 'CO']"
14,pub.1098485535,['CO']
15,pub.1098485562,[]
16,pub.1098485581,['AF']
17,pub.1098485609,['CN']
18,pub.1098485612,['TR']
19,pub.1098485616,['BR']
20,pub.1098485627,['CA']
21,pub.1098485628,['MX']
22,pub.1098485675,['MX']
23,pub.1098485685,['CI']
24,pub.1098485752,['IT']
25,pub.1098485761,['ZA']
26,pub.1098485778,['AU']
27,pub.1098485788,['PL']
28,pub.1098485866,['PG']
29,pub.1098485936,['US']
30,pub.1098485975,['PH']
31,pub.1098486074,[]
32,pub.1098486130,['XK']
33,pub.1098486353,['RO']
34,pub.1098486442,['IT']
35,pub.1098486470,['CA']
36,pub.1098486488,['IT']
37,pub.1098486504,['MX']
38,pub.1098486507,['TW']
39,pub.1098486521,['CL']
40,pub.1098486522,['CN']
41,pub.1098486547,"['FJ', 'ZA']"
42,pub.1098486684,['ID']
43,pub.1098486691,['NZ']
44,pub.1098486700,['CA']
45,pub.1098486744,['IT']
46,pub.1098486779,[]
47,pub.1098486807,['AU']
48,pub.1098486833,['PH']
49,pub.1098486932,['RU']
50,pub.1098487114,['BW']
51,pub.1098487188,['CN']
52,pub.1098487286,[]
53,pub.1098487420,['NL']
54,pub.1098487505,[]
55,pub.1098487514,['BR']
56,pub.1098487529,['BD']
57,pub.1098487565,['AE']
58,pub.1098487578,['IR']
59,pub.1098487587,['GB']
60,pub.1098487736,[]
61,pub.1098487771,['PG']
62,pub.1098487778,['IR']
63,pub.1098487779,['AE']
64,pub.1098487792,['US']
65,pub.1098487796,"['LC', 'EG']"
66,pub.1098487808,['US']
67,pub.1098487810,['IT']
68,pub.1098488003,['AE']
69,pub.1098488039,['US']
70,pub.1098488044,[]
71,pub.1098488055,['AU']
72,pub.1098488088,['PL']
73,pub.1098488115,"['TW', 'LC']"
74,pub.1098488284,['MG']
75,pub.1098488293,[]
76,pub.1098488355,['MX']
77,pub.1098488372,['EG']
78,pub.1098488392,['ZA']
79,pub.1098488394,['TR']
80,pub.1098488401,['US']
81,pub.1098488421,['EG']
82,pub.1098488433,['KW']
83,pub.1098488578,['IT']
84,pub.1098488611,['IN']
85,pub.1098488640,['IN']
86,pub.1098488662,['AT']
87,pub.1098488678,[]
88,pub.1098488778,[]
89,pub.1098489040,['PH']
90,pub.1098489061,['US']
91,pub.1098489130,['RU']
92,pub.1098489172,['MX']
93,pub.1098489191,['JP']
94,pub.1098489427,['US']
95,pub.1098489437,['MX']
96,pub.1098489463,['FR']
97,pub.1098489488,['NG']
98,pub.1098489636,['AU']
99,pub.1098489637,['ZA']
100,pub.1098489726,['US']
101,pub.1098489728,"['CO', 'TR']"
102,pub.1098489840,['NG']
103,pub.1098489905,['RU']
104,pub.1098489926,['IN']
105,pub.1098490116,['HR']
106,pub.1098490168,['EE']
107,pub.1098490173,['MY']
108,pub.1098490188,['PK']
109,pub.1098490221,['TR']
110,pub.1098490223,['TH']
111,pub.1098490256,['NG']
112,pub.1098490320,['HK']
113,pub.1098490344,['ZA']
114,pub.1098490361,['CN']
115,pub.1098490370,['NG']
116,pub.1098490374,['TW']
117,pub.1098490386,['EG']
118,pub.1098490415,['MX']
119,pub.1098490509,['ZA']
120,pub.1098490529,['HR']
121,pub.1098490566,['ES']
122,pub.1098490632,"['DE', 'NG']"
123,pub.1098490636,['IT']
124,pub.1098490858,['BR']
125,pub.1098490867,['ES']
126,pub.1098490884,[]
127,pub.1098490892,"['LC', 'ID']"
128,pub.1098490913,[]
129,pub.1098491035,['PT']
130,pub.1098491037,['IR']
131,pub.1098491060,['BR']
132,pub.1098491182,['US']
133,pub.1098491231,['JP']
134,pub.1098491311,"['TW', 'LC']"
135,pub.1098491336,['BR']
136,pub.1098491355,['EC']
137,pub.1098491382,[]
138,pub.1098491383,['DO']
139,pub.1098491388,"['NL', 'PL']"
140,pub.1098491395,['TH']
141,pub.1098491424,['LC']
142,pub.1098491430,['TR']
143,pub.1098491431,['NG']
144,pub.1098491573,['ZA']
145,pub.1098491574,['ZA']
146,pub.1098491588,['IT']
147,pub.1098491612,['US']
148,pub.1098491620,[]
149,pub.1098491672,['NG']
150,pub.1098491685,['GR']
151,pub.1098491690,[]
152,pub.1098491691,['EG']
153,pub.1098491712,['LV']
154,pub.1098491812,"['GG', 'BR']"
155,pub.1098491838,['TR']
156,pub.1098491839,['SA']
157,pub.1098491865,['IN']
158,pub.1098491878,['MX']
159,pub.1098491884,"['AR', 'CO']"
160,pub.1098491905,['MY']
161,pub.1098492153,"['LC', 'TR']"
162,pub.1098492158,['IT']
163,pub.1098492198,['ZA']
164,pub.1098492205,['NG']
165,pub.1098492231,['EG']
166,pub.1098492259,['FI']
167,pub.1098492269,"['LC', 'IN']"
168,pub.1098492288,['NG']
169,pub.1098492322,[]
170,pub.1098492356,['BR']
171,pub.1098492373,['EG']
172,pub.1098492375,"['BR', 'US']"
173,pub.1098492377,['ES']
174,pub.1098492394,"['LC', 'TH']"
175,pub.1098492405,['MN']
176,pub.1098492467,['CM']
177,pub.1098492473,['LC']
178,pub.1098492481,"['ES', 'BR']"
179,pub.1098492496,['MX']
180,pub.1098492511,['HR']
181,pub.1098492512,['HR']
182,pub.1098492520,['LC']
183,pub.1098492523,[]
184,pub.1098492525,['PT']
185,pub.1098492527,['CA']
186,pub.1098492532,['CO']
187,pub.1098492533,['ZA']
188,pub.1098492556,[]
189,pub.1098492558,['PL']
190,pub.1098492619,['ZA']
191,pub.1098492659,['EC']
192,pub.1098492715,['IT']
193,pub.1098492848,"['NE', 'NG']"
194,pub.1098492861,['DZ']
195,pub.1098492988,['ES']
196,pub.1098492997,['ZA']
197,pub.1098493010,['TW']
198,pub.1098493024,['BR']
199,pub.1098493042,['CH']
200,pub.1098493045,[]
201,pub.1098493059,['RW']
202,pub.1098493067,['MY']
203,pub.1098493133,['ZA']
204,pub.1098493150,['IT']
205,pub.1098493151,"['GB', 'IT']"
206,pub.1098493185,['MX']
207,pub.1098493216,['ZA']
208,pub.1098493221,['ZA']
209,pub.1098493316,['CN']
210,pub.1098493319,['NG']
211,pub.1098493438,['ID']
212,pub.1098493446,['IS']
213,pub.1098493460,['NG']
214,pub.1098493466,['BR']
215,pub.1098493473,['AE']
216,pub.1098493492,['HU']
217,pub.1098493519,"['IR', 'US']"
218,pub.1098493567,['RE']
219,pub.1098493612,['EG']
220,pub.1098493626,['BR']
221,pub.1098493629,['AU']
222,pub.1098493632,['CO']
223,pub.1098493664,['MX']
224,pub.1098493668,['IT']
225,pub.1098493672,['TR']
226,pub.1098493704,['IT']
227,pub.1098493722,['ES']
228,pub.1098493726,['US']
229,pub.1098493746,['MY']
230,pub.1098493754,"['MX', 'IS']"
231,pub.1098493788,['MX']
232,pub.1098493792,['TR']
233,pub.1098493806,['GH']
234,pub.1098493847,['CO']
235,pub.1098493850,[]
236,pub.1098493856,['DK']
237,pub.1098493862,[]
238,pub.1098493866,['EG']
239,pub.1098493986,['BD']
