,abstract_id,country
0,pub.1048753260,"['JP', 'US', 'AU']"
1,pub.1048753264,['US']
2,pub.1048753345,"['MT', 'PE', 'CM', 'NL']"
3,pub.1048753360,['CN']
4,pub.1048753441,['BW']
5,pub.1048753631,"['MA', 'BJ']"
6,pub.1048753654,[]
7,pub.1048753662,['KR']
8,pub.1048753664,"['IO', 'CN']"
9,pub.1048753670,['SO']
10,pub.1048753696,['CA']
11,pub.1048753720,['SE']
12,pub.1048753740,"['US', 'NZ', 'GB']"
13,pub.1048753782,['KH']
14,pub.1048753789,"['DE', 'CM']"
15,pub.1048753860,['AU']
16,pub.1048754038,['BJ']
17,pub.1048754053,['US']
18,pub.1048754142,['JM']
19,pub.1048754173,[]
20,pub.1048754245,"['PE', 'JP', 'VN']"
21,pub.1048754360,['ZA']
22,pub.1048754365,"['RU', 'ZA', 'IN', 'BR', 'PE', 'CM', 'CN']"
23,pub.1048754584,['GL']
24,pub.1048754630,"['MX', 'US']"
25,pub.1048754793,['GB']
26,pub.1048754820,['CO']
27,pub.1048754846,"['BR', 'PT']"
28,pub.1048754961,"['PE', 'CM']"
29,pub.1048755046,['BE']
30,pub.1048755063,['PE']
31,pub.1048755067,['TZ']
32,pub.1048755073,[]
33,pub.1048755081,['AU']
34,pub.1048755098,[]
35,pub.1048755107,['MA']
36,pub.1048755225,[]
37,pub.1048755258,"['IT', 'US']"
38,pub.1048755264,[]
39,pub.1048755344,['PR']
40,pub.1048755363,['CA']
41,pub.1048755434,['GB']
42,pub.1048755520,"['NC', 'PR', 'AU']"
43,pub.1048755523,[]
44,pub.1048755563,[]
45,pub.1048755582,"['PH', 'IT', 'MX']"
46,pub.1048755615,['CN']
47,pub.1048755619,['SE']
48,pub.1048755653,"['US', 'AU']"
49,pub.1048755659,['DE']
50,pub.1048755686,"['LC', 'BR']"
51,pub.1048755692,['AU']
52,pub.1048755761,['US']
53,pub.1048755892,['IM']
54,pub.1048755921,[]
55,pub.1048755991,['FR']
56,pub.1048756020,['US']
57,pub.1048756141,"['US', 'BH']"
58,pub.1048756218,[]
59,pub.1048756254,['US']
