,abstract_id,country
0,pub.1128802888,['JP']
1,pub.1128802891,['NL']
2,pub.1128802899,['US']
3,pub.1128802920,['BR']
4,pub.1128802924,"['IO', 'IE', 'CM', 'GB']"
5,pub.1128802939,['US']
6,pub.1128802959,['US']
7,pub.1128802964,"['CA', 'AU']"
8,pub.1128802973,['CN']
9,pub.1128802987,[]
10,pub.1128803021,['IO']
11,pub.1128803028,['BR']
12,pub.1128803035,"['US', 'RU']"
13,pub.1128803041,"['SK', 'BR', 'NL', 'PE']"
14,pub.1128803042,['VN']
15,pub.1128803073,['FJ']
16,pub.1128803080,"['BR', 'CM']"
17,pub.1128803089,[]
18,pub.1128803116,"['BW', 'PE']"
19,pub.1128803151,['GN']
20,pub.1128803155,"['US', 'NG']"
21,pub.1128803158,['GH']
22,pub.1128803180,"['CN', 'PE']"
23,pub.1128803302,"['JM', 'GB']"
24,pub.1128803327,"['TZ', 'MW']"
25,pub.1128803333,[]
26,pub.1128803344,['US']
27,pub.1128803345,"['IT', 'HK']"
28,pub.1128803473,['US']
29,pub.1128803541,['IO']
30,pub.1128803553,[]
31,pub.1128803622,['IN']
32,pub.1128803642,['JP']
33,pub.1128803645,"['BR', 'BW', 'CM']"
34,pub.1128803660,"['BD', 'LC']"
35,pub.1128803662,['IR']
36,pub.1128803663,[]
37,pub.1128803685,['TR']
38,pub.1128803686,"['SY', 'TR']"
39,pub.1128803688,"['SK', 'LS']"
40,pub.1128803740,['KE']
41,pub.1128804050,['BE']
42,pub.1128804168,[]
43,pub.1128804320,[]
44,pub.1128804470,[]
45,pub.1128804477,['US']
46,pub.1128804578,['PT']
47,pub.1128804585,['PT']
48,pub.1128804586,"['PT', 'BR']"
49,pub.1128804611,"['PT', 'FR', 'ES']"
50,pub.1128804615,['PT']
51,pub.1128804618,['PT']
52,pub.1128804620,['PT']
53,pub.1128804654,['AU']
54,pub.1128804678,[]
55,pub.1128804693,[]
56,pub.1128804696,"['BR', 'HR', 'FJ', 'IN', 'CN']"
57,pub.1128805382,['US']
58,pub.1128806082,['CN']
59,pub.1128806088,['NG']
60,pub.1128806094,['PH']
61,pub.1128806100,['IN']
62,pub.1128806104,[]
63,pub.1128806109,['UA']
64,pub.1128806110,[]
65,pub.1128806111,['IN']
66,pub.1128806121,['GR']
67,pub.1128806122,[]
68,pub.1128806125,['ES']
69,pub.1128806128,['HK']
70,pub.1128806165,['ID']
71,pub.1128806176,['GR']
72,pub.1128806251,[]
73,pub.1128806520,['US']
74,pub.1128806585,"['US', 'TR']"
75,pub.1128806592,['SA']
76,pub.1128806596,[]
77,pub.1128806631,"['GN', 'SL', 'LR']"
78,pub.1128806637,['ID']
79,pub.1128806697,['ES']
80,pub.1128806717,['NO']
81,pub.1128806719,['NL']
82,pub.1128806721,['AU']
83,pub.1128806728,['SE']
84,pub.1128806732,"['BE', 'GB']"
85,pub.1128806748,['CN']
86,pub.1128806753,['GB']
87,pub.1128806780,"['CA', 'FJ', 'AU']"
88,pub.1128806782,"['MZ', 'LC']"
89,pub.1128806821,['MY']
90,pub.1128806830,"['US', 'SE']"
91,pub.1128806834,['MU']
92,pub.1128806835,['AU']
93,pub.1128806846,['US']
94,pub.1128806868,['TH']
95,pub.1128806885,"['IO', 'GB']"
96,pub.1128806913,['VN']
97,pub.1128806921,[]
98,pub.1128806948,['IN']
99,pub.1128806958,['IN']
100,pub.1128806959,[]
101,pub.1128806963,['ET']
102,pub.1128807034,[]
103,pub.1128807799,['IT']
104,pub.1128807801,"['IM', 'JP']"
105,pub.1128807802,['GH']
106,pub.1128808113,"['ID', 'LC']"
107,pub.1128808359,[]
108,pub.1128808676,['UA']
109,pub.1128808680,"['US', 'UA']"
110,pub.1128808695,['TR']
111,pub.1128808930,['CR']
112,pub.1128809123,[]
113,pub.1128809132,['PE']
114,pub.1128809134,['RO']
115,pub.1128809158,['NG']
116,pub.1128809242,"['US', 'ZM']"
117,pub.1128809288,['KE']
118,pub.1128809299,['ID']
119,pub.1128809307,['ID']
120,pub.1128809313,"['US', 'JM', 'PR', 'CO']"
121,pub.1128809361,"['AR', 'LC']"
122,pub.1128809367,"['IQ', 'ES']"
123,pub.1128809385,['CN']
124,pub.1128809404,['CM']
125,pub.1128809418,"['US', 'RU']"
126,pub.1128809478,['IR']
127,pub.1128809479,"['GH', 'PE']"
128,pub.1128809495,['CN']
129,pub.1128809517,['CL']
130,pub.1128809519,['JP']
131,pub.1128809520,[]
132,pub.1128809524,['TW']
133,pub.1128809526,['CM']
134,pub.1128809537,[]
135,pub.1128809666,['RU']
136,pub.1128809697,['LT']
137,pub.1128809881,['LV']
138,pub.1128809996,['ID']
139,pub.1128810091,['MY']
140,pub.1128810106,"['IT', 'RU']"
141,pub.1128810131,['RU']
142,pub.1128810146,"['MN', 'RU', 'CN']"
143,pub.1128810151,"['US', 'LC', 'JP']"
144,pub.1128810152,"['US', 'RU']"
145,pub.1128810155,"['BW', 'TR', 'RU']"
146,pub.1128810157,"['US', 'RU']"
147,pub.1128810160,['RU']
148,pub.1128810181,"['US', 'IS', 'RU']"
149,pub.1128810182,"['IT', 'PE', 'KZ']"
150,pub.1128810187,['RU']
