,abstract_id,country
0,pub.1014776294,['AU']
1,pub.1014776317,[]
2,pub.1014776401,"['US', 'NL', 'GH']"
3,pub.1014776439,[]
4,pub.1014776440,"['BR', 'BF']"
5,pub.1014776453,"['GR', 'LK', 'FR']"
6,pub.1014776740,['US']
7,pub.1014776849,['JO']
8,pub.1014776891,['AU']
9,pub.1014777192,[]
10,pub.1014777253,"['PL', 'US']"
11,pub.1014777400,"['US', 'AR', 'LA', 'DE']"
12,pub.1014777440,['ZA']
13,pub.1014777466,"['CA', 'MX', 'US', 'EC', 'NL']"
14,pub.1014777542,[]
15,pub.1014777622,['KW']
16,pub.1014777658,"['IN', 'NL', 'PE']"
17,pub.1014777693,"['JP', 'LC']"
18,pub.1014777783,['FI']
19,pub.1014777799,['GB']
20,pub.1014777870,['FR']
21,pub.1014777878,['NO']
22,pub.1014777965,"['CD', 'BR', 'UG', 'RW']"
23,pub.1014777968,['IN']
24,pub.1014778021,['GB']
25,pub.1014778120,['DE']
26,pub.1014778123,[]
27,pub.1014778171,[]
28,pub.1014778227,['IT']
29,pub.1014778236,['BR']
30,pub.1014778262,"['NL', 'CN']"
31,pub.1014778265,['KE']
32,pub.1014778303,['CN']
33,pub.1014778325,"['RU', 'SE']"
34,pub.1014778351,['CN']
35,pub.1014778403,['FI']
36,pub.1014778405,['IN']
37,pub.1014778476,[]
38,pub.1014778643,['DK']
39,pub.1014778650,['AU']
40,pub.1014778655,"['US', 'FJ', 'NG']"
41,pub.1014778659,[]
42,pub.1014778721,[]
43,pub.1014778738,[]
44,pub.1014778827,['US']
45,pub.1014778868,[]
46,pub.1014778889,"['US', 'GG']"
47,pub.1014779063,['CN']
48,pub.1014779087,"['KE', 'CM']"
49,pub.1014779183,['CN']
50,pub.1014779220,['IT']
51,pub.1014779239,['SG']
52,pub.1014779269,"['CA', 'GB']"
53,pub.1014779287,['BR']
54,pub.1014779295,"['KH', 'LC', 'JP', 'CU', 'CM', 'US', 'AU', 'VN', 'GB']"
55,pub.1014779335,"['LA', 'IN', 'VN', 'MM', 'CN']"
56,pub.1014779416,['NG']
57,pub.1014779542,['DK']
58,pub.1014779559,['IN']
59,pub.1014779705,"['CA', 'GB']"
60,pub.1014779791,"['GR', 'NL', 'CH']"
61,pub.1014779817,['NO']
62,pub.1014779871,"['PE', 'IN', 'NP']"
63,pub.1014779922,['GR']
64,pub.1014779954,['JP']
65,pub.1014779973,[]
66,pub.1014780016,[]
