,abstract_id,country
0,pub.1033122158,['AU']
1,pub.1033122246,"['CH', 'BM', 'CA']"
2,pub.1033122286,['US']
3,pub.1033122368,[]
4,pub.1033122392,['JM']
5,pub.1033122456,['IN']
6,pub.1033122508,"['BE', 'FR', 'NO', 'AT', 'FI']"
7,pub.1033122611,"['UG', 'SL']"
8,pub.1033122764,['KZ']
9,pub.1033122820,['BJ']
10,pub.1033122851,[]
11,pub.1033122863,[]
12,pub.1033122867,"['HK', 'CM', 'FJ', 'BH']"
13,pub.1033122870,[]
14,pub.1033122877,['US']
15,pub.1033122891,"['IT', 'US']"
16,pub.1033122918,['NL']
17,pub.1033122940,['CN']
18,pub.1033122967,['CH']
19,pub.1033123000,['BR']
20,pub.1033123081,['SG']
21,pub.1033123091,['AU']
22,pub.1033123129,['AE']
23,pub.1033123201,['IO']
24,pub.1033123224,"['BR', 'NL']"
25,pub.1033123241,['ES']
26,pub.1033123292,['TW']
27,pub.1033123294,"['BR', 'US']"
28,pub.1033123395,"['EG', 'JO']"
29,pub.1033123404,"['NL', 'BI', 'SN']"
30,pub.1033123434,['FI']
31,pub.1033123500,['CR']
32,pub.1033123601,[]
33,pub.1033123650,['AQ']
34,pub.1033123696,[]
35,pub.1033123726,['US']
36,pub.1033123744,"['SD', 'ET']"
37,pub.1033123769,[]
38,pub.1033123771,['KE']
39,pub.1033123840,[]
40,pub.1033124012,['GH']
41,pub.1033124036,"['HK', 'CM', 'BH']"
42,pub.1033124068,['DE']
43,pub.1033124081,[]
44,pub.1033124124,['AE']
45,pub.1033124201,[]
46,pub.1033124231,[]
47,pub.1033124265,"['PH', 'NL', 'MY', 'PE', 'US', 'ID']"
48,pub.1033124288,['US']
49,pub.1033124294,"['MX', 'CN']"
50,pub.1033124311,['BR']
51,pub.1033124322,"['IT', 'ID', 'BW']"
52,pub.1033124397,['CM']
53,pub.1033124431,[]
54,pub.1033124492,['GR']
55,pub.1033124528,['MX']
56,pub.1033124549,[]
57,pub.1033124643,['PE']
58,pub.1033124656,"['DK', 'RO']"
59,pub.1033124657,"['ZA', 'NG']"
60,pub.1033124694,['CA']
61,pub.1033124700,['GH']
62,pub.1033124735,"['PE', 'CN']"
63,pub.1033124758,[]
64,pub.1033124789,['CO']
